link,fighter_1,fighter_2,method,round,time,weight_class
http://www.ufcstats.com/fight-details/c19f394f3c237789,Ovince Saint Preux,Patrick Cummins,KO/TKO,1,4:54,Light Heavyweight
http://www.ufcstats.com/fight-details/6b92396d42918366,Gian Villante,Corey Anderson,KO/TKO,3,4:18,Light Heavyweight
http://www.ufcstats.com/fight-details/2230a5dbc0907859,Aljamain Sterling,Takeya Mizugaki,SUB,3,2:11,Bantamweight
http://www.ufcstats.com/fight-details/bd246b9789f88e1c,Tim Means,George Sullivan,SUB,3,3:41,Welterweight
http://www.ufcstats.com/fight-details/4785bf265d05d85f,Diego Brandao,Jimy Hettes,KO/TKO,1,5:00,Featherweight
http://www.ufcstats.com/fight-details/642a8cc1195c5198,Chris Dempsey,Eddie Gordon,S-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/6a7892754af30685,Mirko Filipovic,Gabriel Gonzaga,KO/TKO,3,3:30,Heavyweight
http://www.ufcstats.com/fight-details/b2bb725b17ab51b8,Jimi Manuwa,Jan Blachowicz,U-DEC,3,5:00,Light Heavyweight
http://www.ufcstats.com/fight-details/63c08ecea35e8bee,Pawel Pawlak,Sheldon Westcott,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/fe9a58e79d54695b,Maryna Moroz,Joanne Wood,SUB,1,1:30,Women's Strawweight
http://www.ufcstats.com/fight-details/ec0a1c09d1b113b8,Leon Edwards,Seth Baczynski,KO/TKO,1,0:08,Welterweight
http://www.ufcstats.com/fight-details/badc8c379cc2e6ff,Bartosz Fabinski,Garreth McLellan,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/79e293137ef6421d,Sergio Moraes,Mickael Lebout,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/439905344ee8035e,Yaotzin Meza,Damian Stasiak,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/a39d0adbeffe49de,Anthony Hamilton,Daniel Omielanczuk,U-DEC,3,5:00,Heavyweight
http://www.ufcstats.com/fight-details/6e652cbaaa406598,Aleksandra Albu,Izabela Badurek,SUB,2,3:34,Women's Strawweight
http://www.ufcstats.com/fight-details/e8d336f4465e6640,Stevie Ray,Marcin Bandel,KO/TKO,2,1:35,Lightweight
http://www.ufcstats.com/fight-details/8502afcf211973a9,Taylor Lapilus,Rocky Lee,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/bbebfc54abbb1d8b,Chad Mendes,Ricardo Lamas,KO/TKO,1,2:45,Featherweight
http://www.ufcstats.com/fight-details/634dbcef5111f939,Al Iaquinta,Jorge Masvidal,S-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/9eb92b670eebdcd4,Michael Chiesa,Mitch Clarke,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/cc7afab68363e076,Julianna Pena,Milana Dudieva,KO/TKO,1,3:59,Women's Bantamweight
http://www.ufcstats.com/fight-details/0c25bb24dbb63655,Clay Guida,Robert Peralta,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/12c600dc64edb403,Dustin Poirier,Diego Ferreira,KO/TKO,1,3:45,Lightweight
http://www.ufcstats.com/fight-details/8cf571afc2618df4,Liz Carmouche,Lauren Murphy,U-DEC,3,5:00,Women's Bantamweight
http://www.ufcstats.com/fight-details/85dcf9425d3c4e56,Alexander Yakovlev,Gray Maynard,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/f9373ab59b7a853b,Timothy Johnson,Shamil Abdurakhimov,KO/TKO,1,4:57,Heavyweight
http://www.ufcstats.com/fight-details/3845a6838fe00265,Ron Stallings,Justin Jones,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/bc096e8ae14582ec,Demian Maia,Ryan LaFlare,U-DEC,5,5:00,Welterweight
http://www.ufcstats.com/fight-details/1641d396e409a350,Erick Silva,Josh Koscheck,SUB,1,4:21,Welterweight
http://www.ufcstats.com/fight-details/0eac602503b48b1a,Leonardo Santos,Anthony Rocco Martin,SUB,2,2:29,Lightweight
http://www.ufcstats.com/fight-details/fe5427398fd9d9dc,Amanda Nunes,Shayna Baszler,KO/TKO,1,1:56,Women's Bantamweight
http://www.ufcstats.com/fight-details/55c6d02e838dc60f,Gilbert Burns,Alex Oliveira,SUB,3,4:14,Lightweight
http://www.ufcstats.com/fight-details/9150344ed35f355d,Godofredo Pepey,Andre Fili,SUB,1,3:14,Featherweight
http://www.ufcstats.com/fight-details/22a243c5fba0fb46,Francisco Trinaldo,Akbarh Arreola,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/7259a1046143e632,Edimilson Souza,Katsunori Kikuno,KO/TKO,1,1:31,Featherweight
http://www.ufcstats.com/fight-details/b068a4ee6d842606,Leandro Silva,Drew Dober,Overturned,2,2:45,Lightweight
http://www.ufcstats.com/fight-details/632f6960544caa3c,Leonardo Mafra,Cain Carrizosa,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/0c299ce3719d9ea2,Christos Giagos,Jorge de Oliveira,SUB,1,3:12,Lightweight
http://www.ufcstats.com/fight-details/c3ba8f1a4ddc0dc3,Fredy Serrano,Bentley Syler,KO/TKO,3,1:34,Flyweight
http://www.ufcstats.com/fight-details/39e6cba2480c6d82,Rafael Dos Anjos,Anthony Pettis,U-DEC,5,5:00,Lightweight
http://www.ufcstats.com/fight-details/bd52e19f2fbefdde,Joanna Jedrzejczyk,Carla Esparza,KO/TKO,2,4:17,Women's Strawweight
http://www.ufcstats.com/fight-details/66aa57912b5c5170,Johny Hendricks,Matt Brown,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/7685da6f627bd98f,Alistair Overeem,Roy Nelson,U-DEC,3,5:00,Heavyweight
http://www.ufcstats.com/fight-details/6b07c3a9a95493cf,Henry Cejudo,Chris Cariaso,U-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/0337fa731f5b02c1,Ross Pearson,Sam Stout,KO/TKO,2,1:33,Lightweight
http://www.ufcstats.com/fight-details/27e421b97bf57d3d,Elias Theodorou,Roger Narvaez,KO/TKO,2,4:07,Middleweight
http://www.ufcstats.com/fight-details/d61a7b593218234b,Beneil Dariush,Daron Cruickshank,SUB,2,2:38,Lightweight
http://www.ufcstats.com/fight-details/0027e179b743c86c,Jared Rosholt,Josh Copeland,KO/TKO,3,3:12,Heavyweight
http://www.ufcstats.com/fight-details/875304f54becda0e,Ryan Benoit,Sergio Pettis,KO/TKO,2,1:34,Flyweight
http://www.ufcstats.com/fight-details/d4d6c5ff6bef93ce,Joe Duffy,Jake Lindsey,KO/TKO,1,1:47,Lightweight
http://www.ufcstats.com/fight-details/1cde536c460b1a0e,Germaine de Randamie,Larissa Pacheco,KO/TKO,2,2:02,Women's Bantamweight
http://www.ufcstats.com/fight-details/e083c7ae1548e08a,Ronda Rousey,Cat Zingano,SUB,1,0:14,Women's Bantamweight
http://www.ufcstats.com/fight-details/31e62d34abc3a762,Holly Holm,Raquel Pennington,S-DEC,3,5:00,Women's Bantamweight
http://www.ufcstats.com/fight-details/618b581f14a37e06,Jake Ellenberger,Josh Koscheck,SUB,2,4:20,Welterweight
http://www.ufcstats.com/fight-details/9f4bc2063685211c,Alan Jouban,Richard Walsh,KO/TKO,1,2:19,Welterweight
http://www.ufcstats.com/fight-details/ffea776913451b6d,Tony Ferguson,Gleison Tibau,SUB,1,2:37,Lightweight
http://www.ufcstats.com/fight-details/fe49ef11584415d0,Roan Carneiro,Mark Munoz,SUB,1,1:40,Middleweight
http://www.ufcstats.com/fight-details/28255055879685bc,Roman Salazar,Norifumi Yamamoto,CNC,2,2:37,Bantamweight
http://www.ufcstats.com/fight-details/203b3098d892c3b1,Tim Means,Dhiego Lima,KO/TKO,1,2:17,Welterweight
http://www.ufcstats.com/fight-details/f3e1c02ce14bccfe,Derrick Lewis,Ruan Potts,KO/TKO,2,3:18,Heavyweight
http://www.ufcstats.com/fight-details/adc1038ed2e76391,Valmir Lazaro,James Krause,S-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/5c827dd56a08f700,Masio Fullen,Alex Torres,S-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/223f9a750428e1d0,Frank Mir,Antonio Silva,KO/TKO,1,1:40,Heavyweight
http://www.ufcstats.com/fight-details/d785f22c4cc99a3d,Michael Johnson,Edson Barboza,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/1574bb7476c9e556,Sam Alvey,Cezar Ferreira,KO/TKO,1,3:34,Middleweight
http://www.ufcstats.com/fight-details/4228886e94a25a63,Adriano Martins,Rustam Khabilov,S-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/c7cbf6b47051fa7d,Frankie Saenz,Iuri Alcantara,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/82e713f037e37fe9,Santiago Ponzinibbio,Sean Strickland,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/76726a66840ccfa4,Marion Reneau,Jessica Andrade,SUB,1,1:54,Women's Bantamweight
http://www.ufcstats.com/fight-details/ec659c4e19f62700,Matt Dwyer,William Macario,KO/TKO,1,3:14,Welterweight
http://www.ufcstats.com/fight-details/a7ff11c5dfe65e86,Mike de la Torre,Tiago dos Santos e Silva,KO/TKO,1,2:59,Featherweight
http://www.ufcstats.com/fight-details/10cff9ac7ce89c28,Douglas Silva de Andrade,Cody Gibson,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/b6a609806d44659f,Ivan Jorge,Josh Shockley,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/fb5ce6329f243d8b,Benson Henderson,Brandon Thatch,SUB,4,3:58,Welterweight
http://www.ufcstats.com/fight-details/509bd83b00e4ab7c,Max Holloway,Cole Miller,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/0bdb170e1fef36b6,Neil Magny,Kiichi Kunimoto,SUB,3,1:22,Welterweight
http://www.ufcstats.com/fight-details/60820d105e57d5d6,Daniel Kelly,Patrick Walsh,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/dcee56e0cbfacb45,Kevin Lee,Michel Prazeres,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/1a3572d1502efdf4,Ray Borg,Chris Kelades,SUB,3,2:56,Flyweight
http://www.ufcstats.com/fight-details/a4badfa86304f799,Efrain Escudero,Rodrigo de Lima,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/b91807add93763c9,Chas Skelly,Jim Alers,KO/TKO,2,4:59,Featherweight
http://www.ufcstats.com/fight-details/93ac52a9fdca03e1,Zach Makovsky,Tim Elliott,U-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/357781ff34a3d39f,James Moontasri,Cody Pfister,SUB,2,1:49,Lightweight
http://www.ufcstats.com/fight-details/f4e490d25bd62d39,Anderson Silva,Nick Diaz,Overturned,5,5:00,Middleweight
http://www.ufcstats.com/fight-details/d52a5d085bfa569b,Tyron Woodley,Kelvin Gastelum,S-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/cbb4673397b5e96f,Al Iaquinta,Joe Lauzon,KO/TKO,2,3:34,Lightweight
http://www.ufcstats.com/fight-details/776a8a645868f616,Thales Leites,Tim Boetsch,SUB,2,3:45,Middleweight
http://www.ufcstats.com/fight-details/0a2f344e419bd4fd,Thiago Alves,Jordan Mein,KO/TKO,2,0:39,Welterweight
http://www.ufcstats.com/fight-details/7fa227a1c5ef2238,Miesha Tate,Sara McMann,M-DEC,3,5:00,Women's Bantamweight
http://www.ufcstats.com/fight-details/b347480405118de5,Derek Brunson,Ed Herman,KO/TKO,1,0:36,Middleweight
http://www.ufcstats.com/fight-details/c699c0e56664ff11,John Lineker,Ian McCall,U-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/fa537adfb4a7b719,Rafael Natal,Tom Watson,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/5b0ebb843af7465e,Ildemar Alcantara,Richardson Moreira,S-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/6451724f8a836167,Thiago Santos,Andy Enz,KO/TKO,1,1:56,Middleweight
http://www.ufcstats.com/fight-details/f47a32ec7dfda660,Anthony Johnson,Alexander Gustafsson,KO/TKO,1,2:15,Light Heavyweight
http://www.ufcstats.com/fight-details/c910d2fe570b368a,Gegard Mousasi,Dan Henderson,KO/TKO,1,1:10,Middleweight
http://www.ufcstats.com/fight-details/c3544bce29be1281,Ryan Bader,Phil Davis,S-DEC,3,5:00,Light Heavyweight
http://www.ufcstats.com/fight-details/eb0775cf8ee7a4e6,Sam Sicilia,Akira Corassani,KO/TKO,1,3:26,Featherweight
http://www.ufcstats.com/fight-details/eab6e19a2a2a67f0,Albert Tumenov,Nicholas Musoke,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/c565bf49fce2a4cd,Kenny Robertson,Sultan Aliev,KO/TKO,1,2:42,Welterweight
http://www.ufcstats.com/fight-details/9c1d4f57a997a490,Makwan Amirkhani,Andy Ogle,KO/TKO,1,0:08,Featherweight
http://www.ufcstats.com/fight-details/b2398418be9a3442,Nikita Krylov,Stanislav Nedkov,SUB,1,1:24,Light Heavyweight
http://www.ufcstats.com/fight-details/ee65977baeca3c85,Mairbek Taisumov,Anthony Christodoulou,KO/TKO,2,0:38,Lightweight
http://www.ufcstats.com/fight-details/c740ceb0427b6317,Mirsad Bektic,Paul Redmond,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/96f09d5db68951ef,Viktor Pesta,Konstantin Erokhin,U-DEC,3,5:00,Heavyweight
http://www.ufcstats.com/fight-details/f88fefd5df0ba06c,Neil Seery,Chris Beal,U-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/3d468536e8904b93,Conor McGregor,Dennis Siver,KO/TKO,2,1:54,Featherweight
http://www.ufcstats.com/fight-details/93569f4876c20488,Donald Cerrone,Benson Henderson,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/837a7a922066b214,Uriah Hall,Ron Stallings,KO/TKO,1,3:37,Middleweight
http://www.ufcstats.com/fight-details/293919e355b362b1,Gleison Tibau,Norman Parke,S-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/6359bba789ce28ae,Cathal Pendred,Sean Spencer,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/90e5169190971647,Lorenz Larkin,John Howard,KO/TKO,1,2:17,Welterweight
http://www.ufcstats.com/fight-details/cf38ced734978fb8,Chris Wade,Zhang Lipeng,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/2d24929eaadf0351,Paddy Holohan,Shane Howell,U-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/53d2d2de5c4cccf2,Johnny Case,Frankie Perez,KO/TKO,3,1:54,Lightweight
http://www.ufcstats.com/fight-details/85e57ad2b3831621,Charles Rosa,Sean Soriano,SUB,3,4:43,Featherweight
http://www.ufcstats.com/fight-details/4d3cd5ecf4276c92,Sean O'Connell,Matt Van Buren,KO/TKO,3,2:11,Light Heavyweight
http://www.ufcstats.com/fight-details/a4a78ec539238a5f,Joby Sanchez,Tateki Matsuda,S-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/57385188587c83b9,Jon Jones,Daniel Cormier,U-DEC,5,5:00,Light Heavyweight
http://www.ufcstats.com/fight-details/f4d91498ca3f0a1f,Donald Cerrone,Myles Jury,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/b2cda211e0e72811,Brad Tavares,Nate Marquardt,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/f81cd5b3903bccf8,Kyoji Horiguchi,Louis Gaudinot,U-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/f3100979573e2895,Hector Lombard,Joshua Burkman,Overturned,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/cee94cd937bf64f2,Paul Felder,Danny Castillo,KO/TKO,2,2:09,Lightweight
http://www.ufcstats.com/fight-details/22e7485bceb841af,Cody Garbrandt,Marcus Brimage,KO/TKO,3,4:50,Bantamweight
http://www.ufcstats.com/fight-details/c0ca05832f518fef,Shawn Jordan,Jared Cannonier,KO/TKO,1,2:57,Heavyweight
http://www.ufcstats.com/fight-details/b10a94377bce3e22,Evan Dunham,Rodrigo Damm,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/e4a9c93ff23eb5bb,Omari Akhmedov,Mats Nilsson,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/e0f49380b9d31de0,Marion Reneau,Alexis Dufresne,U-DEC,3,5:00,Women's Bantamweight
http://www.ufcstats.com/fight-details/b57aaf04af8bdd34,Lyoto Machida,CB Dollaway,KO/TKO,1,1:02,Middleweight
http://www.ufcstats.com/fight-details/53e818dd5abdf787,Renan Barao,Mitch Gagnon,SUB,3,3:53,Bantamweight
http://www.ufcstats.com/fight-details/e17c7b239e8d6c32,Patrick Cummins,Antonio Carlos Junior,U-DEC,3,5:00,Light Heavyweight
http://www.ufcstats.com/fight-details/8040697ea2f36dbd,Rashid Magomedov,Elias Silverio,KO/TKO,3,4:57,Lightweight
http://www.ufcstats.com/fight-details/647f6d2b9b784222,Erick Silva,Mike Rhodes,SUB,1,1:15,Welterweight
http://www.ufcstats.com/fight-details/317e6940e8bf5290,Daniel Sarafian,Antonio Dos Santos,KO/TKO,2,1:01,Middleweight
http://www.ufcstats.com/fight-details/d92abff61b0ff5db,Marcos Rogerio de Lima,Igor Pokrajac,KO/TKO,1,1:59,Light Heavyweight
http://www.ufcstats.com/fight-details/c26a094aa7ce817e,Renato Moicano,Tom Niinimaki,SUB,2,3:30,Featherweight
http://www.ufcstats.com/fight-details/9f5c84d05107f42b,Hacran Dias,Darren Elkins,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/fb4bce82541b4061,Leandro Issa,Yuta Sasaki,SUB,2,4:13,Bantamweight
http://www.ufcstats.com/fight-details/b9893ab3bed62e60,Tim Means,Marcio Alexandre Junior,S-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/8a6ecf3dc2b17c19,Vitor Miranda,Jake Collier,KO/TKO,1,4:59,Middleweight
http://www.ufcstats.com/fight-details/2ab2753040f455e0,Junior Dos Santos,Stipe Miocic,U-DEC,5,5:00,Heavyweight
http://www.ufcstats.com/fight-details/d4bfe75b61d2cbc6,Rafael Dos Anjos,Nate Diaz,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/002921976d27b7da,Alistair Overeem,Stefan Struve,KO/TKO,1,4:13,Heavyweight
http://www.ufcstats.com/fight-details/5a346087f4120fa3,Matt Mitrione,Gabriel Gonzaga,KO/TKO,1,1:59,Heavyweight
http://www.ufcstats.com/fight-details/70d69cf33984d7d1,Joanna Jedrzejczyk,Claudia Gadelha,S-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/64f5c4f3f3d8ad2c,John Moraga,Willie Gates,SUB,3,4:06,Flyweight
http://www.ufcstats.com/fight-details/1cf53a0b9db52ac6,Ben Saunders,Joe Riggs,SUB,1,0:57,Welterweight
http://www.ufcstats.com/fight-details/deaeb2383bbd32bf,Drew Dober,Jamie Varner,SUB,1,1:52,Lightweight
http://www.ufcstats.com/fight-details/7ab72866ff2a6a7e,Bryan Barberena,Joe Ellenberger,KO/TKO,3,3:24,Lightweight
http://www.ufcstats.com/fight-details/a4816be2c49e3942,David Michaud,Garett Whiteley,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/383f0de18e7ab9c5,Henry Cejudo,Dustin Kimura,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/1b23096378482313,Ian Entwistle,Anthony Birchak,SUB,1,1:04,Bantamweight
http://www.ufcstats.com/fight-details/73c70a628f0ef14b,Carla Esparza,Rose Namajunas,SUB,3,1:26,Women's Strawweight
http://www.ufcstats.com/fight-details/18ba44e67d5c5f38,Charles Oliveira,Jeremy Stephens,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/da3210cd829fceb7,KJ Noons,Daron Cruickshank,CNC,2,0:25,Lightweight
http://www.ufcstats.com/fight-details/d417609ea9670fb3,Yancy Medeiros,Joe Proctor,SUB,1,4:37,Lightweight
http://www.ufcstats.com/fight-details/fa2bed87e5d6c568,Jessica Penne,Randa Markos,S-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/e1cfe75b3a8fe709,Felice Herrig,Lisa Ellis,SUB,2,3:05,Women's Strawweight
http://www.ufcstats.com/fight-details/54afe8c42e2062d6,Heather Clark,Bec Rawlings,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/b079f3d5ad290afb,Joanne Wood,Seo Hee Ham,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/ed3222701a8c0521,Tecia Pennington,Angela Magana,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/a2c28daf0be59fa7,Aisling Daly,Alex Chambers,SUB,1,4:53,Women's Strawweight
http://www.ufcstats.com/fight-details/d643fc29c147d33c,Angela Hill,Emily Kagan,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/44fc830a664ed611,Robbie Lawler,Johny Hendricks,S-DEC,5,5:00,Welterweight
http://www.ufcstats.com/fight-details/93b7ae1e0f79d100,Anthony Pettis,Gilbert Melendez,SUB,2,1:53,Lightweight
http://www.ufcstats.com/fight-details/9b1e3d99fffb9c10,Travis Browne,Brendan Schaub,KO/TKO,1,4:50,Heavyweight
http://www.ufcstats.com/fight-details/58112f9fc0058e68,Todd Duffee,Anthony Hamilton,KO/TKO,1,0:33,Heavyweight
http://www.ufcstats.com/fight-details/7e8f4240725316a4,Tony Ferguson,Abel Trujillo,SUB,2,4:19,Lightweight
http://www.ufcstats.com/fight-details/c5ae278a05b73db9,Urijah Faber,Francisco Rivera,SUB,2,1:34,Bantamweight
http://www.ufcstats.com/fight-details/acc987adeab45bfc,Josh Samman,Eddie Gordon,KO/TKO,2,3:08,Middleweight
http://www.ufcstats.com/fight-details/60030b35e276d338,Corey Anderson,Justin Jones,U-DEC,3,5:00,Light Heavyweight
http://www.ufcstats.com/fight-details/802eba82d2b6113e,Raquel Pennington,Ashlee Evans-Smith,SUB,1,4:59,Women's Bantamweight
http://www.ufcstats.com/fight-details/2417f4130d707978,Sergio Pettis,Matt Hobar,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/bf1a7590c455bc7b,Clay Collard,Alex White,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/8f9cfe0e283a6ccb,Frankie Edgar,Cub Swanson,SUB,5,4:56,Featherweight
http://www.ufcstats.com/fight-details/2f93de8b39ec4625,Edson Barboza,King Green,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/033d968f325842e7,Chico Camus,Brad Pickett,S-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/2ff14dfede1d02dd,Aleksei Oleinik,Jared Rosholt,KO/TKO,1,3:21,Heavyweight
http://www.ufcstats.com/fight-details/079308cc2efa2e5d,Joseph Benavidez,Dustin Ortiz,U-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/a2bd4c46f89f19ae,Matt Wiman,Isaac Vallie-Flagg,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/171af1114dbfc29d,Ruslan Magomedov,Josh Copeland,U-DEC,3,5:00,Heavyweight
http://www.ufcstats.com/fight-details/55e9ea18b8a72b2e,Roger Narvaez,Luke Barnatt,S-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/e947baa4cad609d0,James Vick,Nick Hein,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/56a0f335ef05c825,Akbarh Arreola,Yves Edwards,SUB,1,1:52,Lightweight
http://www.ufcstats.com/fight-details/e7859b4e70d4a9c1,Paige VanZant,Kailin Curran,KO/TKO,3,2:54,Women's Strawweight
http://www.ufcstats.com/fight-details/1a637fbda4bdf575,Dooho Choi,Juan Manuel Puig,KO/TKO,1,0:18,Featherweight
http://www.ufcstats.com/fight-details/03a200326e56d597,Fabricio Werdum,Mark Hunt,KO/TKO,2,2:27,Heavyweight
http://www.ufcstats.com/fight-details/12eec1df1fd078a2,Kelvin Gastelum,Jake Ellenberger,SUB,1,4:46,Welterweight
http://www.ufcstats.com/fight-details/7228398a1ab12183,Ricardo Lamas,Dennis Bermudez,SUB,1,3:18,Featherweight
http://www.ufcstats.com/fight-details/925f745c03ebd638,Augusto Montano,Chris Heatherly,KO/TKO,1,4:50,Welterweight
http://www.ufcstats.com/fight-details/1e1a09bbedf7781d,Hector Urbina,Edgar Garcia,SUB,1,3:38,Welterweight
http://www.ufcstats.com/fight-details/9e47b2a66d0e9315,Yair Rodriguez,Leonardo Morales,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/7a440fcd8048b091,Alejandro Perez,Jose Quinonez,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/07f9fc40f1e6aa87,Jessica Eye,Leslie Smith,KO/TKO,2,1:30,Women's Bantamweight
http://www.ufcstats.com/fight-details/4087bb7b3b1b9e24,Gabriel Benitez,Humberto Brown Morrison,SUB,3,0:30,Featherweight
http://www.ufcstats.com/fight-details/a788042d4d0c50d4,Henry Briones,Guido Cannetti,SUB,2,1:44,Bantamweight
http://www.ufcstats.com/fight-details/22f52e3b614e0d8a,Marco Beltran,Marlon Vera,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/e8907b881151b79d,Ovince Saint Preux,Mauricio Rua,KO/TKO,1,0:34,Light Heavyweight
http://www.ufcstats.com/fight-details/cbe954d004415b51,Warlley Alves,Alan Jouban,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/a3480aa7bdc63c11,Claudio Silva,Leon Edwards,S-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/fadb129e71d8fc22,Dhiego Lima,Jorge de Oliveira,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/db9f8144b50227f2,Juliana Lima,Nina Nunes,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/7826c23386a1e09a,Diego Rivas,Rodolfo Rubio Perez,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/208674403b0936d4,Caio Magalhaes,Trevor Smith,KO/TKO,1,0:31,Middleweight
http://www.ufcstats.com/fight-details/207f105716df54f9,Leandro Silva,Charlie Brenneman,SUB,1,4:15,Lightweight
http://www.ufcstats.com/fight-details/49b05e23e3a2af13,Thomas Almeida,Tim Gorman,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/cccb99dd4ec5c2d6,Colby Covington,Wagner Silva,SUB,3,3:26,Welterweight
http://www.ufcstats.com/fight-details/3d741cee0dffe165,Luke Rockhold,Michael Bisping,SUB,2,0:57,Middleweight
http://www.ufcstats.com/fight-details/73954f3895cac499,Al Iaquinta,Ross Pearson,KO/TKO,2,1:39,Lightweight
http://www.ufcstats.com/fight-details/13c4251fb451f440,Robert Whittaker,Clint Hester,KO/TKO,2,2:43,Middleweight
http://www.ufcstats.com/fight-details/3e9f3ce3a01bb97f,Soa Palelei,Walt Harris,KO/TKO,2,4:49,Heavyweight
http://www.ufcstats.com/fight-details/2faa7b48b4d51cab,Jake Matthews,Vagner Rocha,SUB,2,1:52,Lightweight
http://www.ufcstats.com/fight-details/b1e7100c2ab1ab79,Anthony Perosh,Guto Inocente,SUB,1,3:46,Light Heavyweight
