link,fighter_1,fighter_2,method,round,time,weight_class
http://www.ufcstats.com/fight-details/d325a1483d78ae75,Belal Muhammad,Sean Brady,KO/TKO,2,4:47,Welterweight
http://www.ufcstats.com/fight-details/2d36e2c10ee349fe,Caio Borralho,Makhmud Muradov,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/f4d8266a42a41dff,Nikita Krylov,Volkan Oezdemir,U-DEC,3,5:00,Light Heavyweight
http://www.ufcstats.com/fight-details/cea6760d7bfbe19b,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/1b204fc28bb023e6,Armen Petrosyan,AJ Dobson,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/1e8c33b1917fe1b7,Muhammad Mokaev,Malcolm Gordon,SUB,3,4:26,Flyweight
http://www.ufcstats.com/fight-details/4011cdf1f182804c,Karol Rosa,Lina Lansberg,M-DEC,3,5:00,Women's Bantamweight
http://www.ufcstats.com/fight-details/904cf687d22bb486,Alexa Grasso,Viviane Araujo,U-DEC,5,5:00,Women's Flyweight
http://www.ufcstats.com/fight-details/1af23e7aa71a1d17,Jonathan Martinez,Cub Swanson,KO/TKO,2,4:19,Bantamweight
http://www.ufcstats.com/fight-details/759c55755d70f7ba,Dusko Todorovic,Jordan Wright,KO/TKO,2,3:12,Middleweight
http://www.ufcstats.com/fight-details/96d4fe315722d1c1,Raphael Assuncao,Victor Henry,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/59695aae245cca73,Alonzo Menifield,Misha Cirkunov,KO/TKO,1,1:28,Light Heavyweight
http://www.ufcstats.com/fight-details/8252a314c778b8e6,Mana Martinez,Brandon Davis,S-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/860050f211b44d10,Jacob Malkoun,Nick Maximov,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/b4bbc1b7efa770f5,Joanderson Brito,Lucas Alexander,SUB,1,2:02,Featherweight
http://www.ufcstats.com/fight-details/60bd4d2878c85f70,Piera Rodriguez,Sam Hughes,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/fac560495e61d34c,Tatsuro Taira,CJ Vergara,SUB,2,4:19,Flyweight
http://www.ufcstats.com/fight-details/84b04e8d6b251c54,Pete Rodriguez,Mike Jackson,KO/TKO,1,1:33,Welterweight
http://www.ufcstats.com/fight-details/d33814971932422a,Yan Xiaonan,Mackenzie Dern,M-DEC,5,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/7d0d2cecab358ba1,Randy Brown,Francisco Trinaldo,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/a73e33dfce8fcfd8,Raoni Barcelos,Trevin Jones,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/1aedd959f1523a27,Sodiq Yusuff,Don Shainis,SUB,1,0:30,Featherweight
http://www.ufcstats.com/fight-details/330506571d2778b1,Mike Davis,Viacheslav Borshchev,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/63f6af6d5f7b82ad,Daniel Santos,John Castaneda,KO/TKO,2,4:28,Catch Weight
http://www.ufcstats.com/fight-details/de93fda66d203c26,Ilir Latifi,Aleksei Oleinik,U-DEC,3,5:00,Heavyweight
http://www.ufcstats.com/fight-details/ecc56a86a1eead9d,Joaquim Silva,Jesse Ronson,KO/TKO,2,3:08,Lightweight
http://www.ufcstats.com/fight-details/8c9ff13791378784,Brendan Allen,Krzysztof Jotko,SUB,1,4:17,Middleweight
http://www.ufcstats.com/fight-details/ad59e2de1ab5c8d2,Chelsea Chandler,Julija Stoliarenko,KO/TKO,1,4:15,Catch Weight
http://www.ufcstats.com/fight-details/6c79db79da9ae874,Guido Cannetti,Randy Costa,SUB,1,1:04,Bantamweight
http://www.ufcstats.com/fight-details/df370b97ea49e6b4,Cory Sandhagen,Song Yadong,KO/TKO,4,5:00,Bantamweight
http://www.ufcstats.com/fight-details/bd06f1c2d7e6c4a0,Gregory Rodrigues,Chidi Njokuani,KO/TKO,2,1:27,Middleweight
http://www.ufcstats.com/fight-details/adb78db5ba8ccc0f,Andre Fili,Bill Algeo,S-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/160c17b8fcb0e2a1,Joe Pyfer,Alen Amedovski,KO/TKO,1,3:55,Middleweight
http://www.ufcstats.com/fight-details/3cbd3565dd631cc4,Rodrigo Nascimento,Tanner Boser,S-DEC,3,5:00,Heavyweight
http://www.ufcstats.com/fight-details/ce5ebaf8caf8c4a7,Anthony Hernandez,Marc-Andre Barriault,SUB,3,1:53,Middleweight
http://www.ufcstats.com/fight-details/f521ecde1e96a1bd,Damon Jackson,Pat Sabatini,KO/TKO,1,1:09,Featherweight
http://www.ufcstats.com/fight-details/46b9acec12a35d37,Trevin Giles,Louis Cosce,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/ec0740be19b2ef90,Loma Lookboonmee,Denise Gomes,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/35d06627d91b840d,Trey Ogden,Daniel Zellhuber,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/d9f5d05b07bae09e,Gillian Robertson,Mariya Agapova,SUB,2,2:19,Women's Flyweight
http://www.ufcstats.com/fight-details/be73f75b52b06f14,Javid Basharat,Tony Gravely,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/8a044e5400b4318f,Nikolas Motta,Cameron VanCamp,KO/TKO,1,3:49,Lightweight
http://www.ufcstats.com/fight-details/7e8fd03e070d0c25,Nate Diaz,Tony Ferguson,SUB,4,2:52,Welterweight
http://www.ufcstats.com/fight-details/0111e6a64b5184c6,Khamzat Chimaev,Kevin Holland,SUB,1,2:13,Catch Weight
http://www.ufcstats.com/fight-details/d3e23d7d207d3ccf,Daniel Rodriguez,Li Jingliang,S-DEC,3,5:00,Catch Weight
http://www.ufcstats.com/fight-details/989b8d362742f40b,Irene Aldana,Macy Chiasson,KO/TKO,3,2:21,Catch Weight
http://www.ufcstats.com/fight-details/d869eaea38426f06,Johnny Walker,Ion Cutelaba,SUB,1,4:37,Light Heavyweight
http://www.ufcstats.com/fight-details/0e6d624086f7952e,Julian Erosa,Hakeem Dawodu,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/301f230c90c4bd7d,Jailton Almeida,Anton Turkalj,SUB,1,4:27,Catch Weight
http://www.ufcstats.com/fight-details/77acb96700e89c92,Denis Tiuliulin,Jamie Pickett,KO/TKO,2,4:52,Middleweight
http://www.ufcstats.com/fight-details/bf334cb4e63f3430,Chris Barnett,Jake Collier,KO/TKO,2,2:24,Heavyweight
http://www.ufcstats.com/fight-details/db3e26d02d790c97,Norma Dumont,Danyelle Wolf,U-DEC,3,5:00,Women's Featherweight
http://www.ufcstats.com/fight-details/6010f681e54ba2cd,Alatengheili,Chad Anheliger,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/a5cf273faa3982b7,Elise Reed,Melissa Martinez,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/86d57e8ef2191316,Yohan Lainesse,Darian Weeks,S-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/810c9da07970c4a6,Ciryl Gane,Tai Tuivasa,KO/TKO,3,4:23,Heavyweight
http://www.ufcstats.com/fight-details/b8ca1acdf3dc2f58,Robert Whittaker,Marvin Vettori,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/20f316f96c9e4458,Nassourdine Imavov,Joaquin Buckley,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/1a191251620a84ca,Roman Kopylov,Alessio Di Chirico,KO/TKO,3,1:09,Middleweight
http://www.ufcstats.com/fight-details/398db40015b3c81c,William Gomis,Jarno Errens,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/acc9a109b00a99e1,Nathaniel Wood,Charles Jourdain,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/cf9035f2fc2e232f,Abus Magomedov,Dustin Stoltzfus,KO/TKO,1,0:19,Middleweight
http://www.ufcstats.com/fight-details/7bced112f3229b1b,Nasrat Haqparast,John Makdessi,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/fd47032108b85cf0,Fares Ziam,Michal Figlak,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/3e2f00991f511607,Benoit Saint Denis,Gabriel Miranda,KO/TKO,2,0:16,Lightweight
http://www.ufcstats.com/fight-details/ca7fd237c16cec84,Cristian Quinonez,Khalid Taha,KO/TKO,1,3:15,Bantamweight
http://www.ufcstats.com/fight-details/ce62a50e97d497f9,Stephanie Egger,Ailin Perez,SUB,2,4:54,Women's Featherweight
http://www.ufcstats.com/fight-details/f70c817388602681,Leon Edwards,Kamaru Usman,KO/TKO,5,4:04,Welterweight
http://www.ufcstats.com/fight-details/2de6652160cc7b9f,Paulo Costa,Luke Rockhold,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/2ac3ce1f62b3c4b9,Merab Dvalishvili,Jose Aldo,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/2cd9e3796be57a79,Lucie Pudilova,Wu Yanan,KO/TKO,2,4:04,Women's Bantamweight
http://www.ufcstats.com/fight-details/5abcf9f282983acc,Tyson Pedro,Harry Hunsucker,KO/TKO,1,1:05,Light Heavyweight
http://www.ufcstats.com/fight-details/e0b98f3cf4a7cc3b,Marcin Tybura,Alexandr Romanov,M-DEC,3,5:00,Heavyweight
http://www.ufcstats.com/fight-details/0cf7a4593fd44e59,Jared Gordon,Leonardo Santos,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/2ac9b3ccb43422d8,Sean Woodson,Luis Saldana,S-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/4dac5258f22be059,Ange Loosa,AJ Fletcher,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/6b9f82291930bfec,Amir Albazi,Francisco Figueiredo,SUB,1,4:34,Flyweight
http://www.ufcstats.com/fight-details/d497d74a0df9e35e,Aoriqileng,Jay Perrin,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/06d6cde7479711ee,Victor Altamirano,Daniel Lacerda,KO/TKO,1,3:39,Flyweight
http://www.ufcstats.com/fight-details/11cc331fa40ede63,Marlon Vera,Dominick Cruz,KO/TKO,4,2:17,Bantamweight
http://www.ufcstats.com/fight-details/efd7efba85092c6f,Nate Landwehr,David Onama,M-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/833d67f423315d18,Yazmin Jauregui,Iasmin Lucindo,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/d19e010f071a4b45,Azamat Murzakanov,Devin Clark,KO/TKO,3,1:18,Light Heavyweight
http://www.ufcstats.com/fight-details/abd50fad1e7b030b,Priscila Cachoeira,Ariane da Silva,KO/TKO,1,1:05,Women's Bantamweight
http://www.ufcstats.com/fight-details/38b6ef176439c39b,Gerald Meerschaert,Bruno Silva,SUB,3,1:39,Middleweight
http://www.ufcstats.com/fight-details/5f31f3e32669f5b9,Angela Hill,Loopy Godinez,U-DEC,3,5:00,Catch Weight
http://www.ufcstats.com/fight-details/b96c8fef6c9f92db,Martin Buday,Lukasz Brzeski,S-DEC,3,5:00,Heavyweight
http://www.ufcstats.com/fight-details/8986373b4a6e90b6,Nina Nunes,Cynthia Calvillo,S-DEC,3,5:00,Women's Flyweight
http://www.ufcstats.com/fight-details/f858f91453555291,Gabriel Benitez,Charlie Ontiveros,KO/TKO,1,3:33,Lightweight
http://www.ufcstats.com/fight-details/0823f97be9c3a62e,Tyson Nam,Ode Osbourne,KO/TKO,1,2:59,Flyweight
http://www.ufcstats.com/fight-details/7f9a331bc3100afd,Josh Quinlan,Jason Witt,KO/TKO,1,2:09,Catch Weight
http://www.ufcstats.com/fight-details/e05a18b6ce22fa1f,Youssef Zalal,Da'Mon Blackshear,M-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/a8bc6e005077bb0b,Jamahal Hill,Thiago Santos,KO/TKO,4,2:31,Light Heavyweight
http://www.ufcstats.com/fight-details/a6b328733d610e2b,Geoff Neal,Vicente Luque,KO/TKO,3,2:01,Welterweight
http://www.ufcstats.com/fight-details/36f38c2534ef646b,Mohammed Usman,Zac Pauga,KO/TKO,2,0:36,Heavyweight
http://www.ufcstats.com/fight-details/2b11aa4b90b1dd41,Juliana Miller,Brogan Walker,KO/TKO,3,3:57,Women's Flyweight
http://www.ufcstats.com/fight-details/044d210d7b1eb519,Serghei Spivac,Augusto Sakai,KO/TKO,2,3:42,Heavyweight
http://www.ufcstats.com/fight-details/b530bb13aac1e48b,Terrance McKinney,Erick Gonzalez,SUB,1,2:17,Lightweight
http://www.ufcstats.com/fight-details/eda397c27787afa4,Michal Oleksiejczuk,Sam Alvey,KO/TKO,1,1:56,Middleweight
http://www.ufcstats.com/fight-details/4adef20ce69217be,Bryan Battle,Takashi Sato,KO/TKO,1,0:44,Welterweight
http://www.ufcstats.com/fight-details/b5274277ef6707c9,Cory McKenna,Miranda Granger,SUB,2,1:03,Women's Strawweight
http://www.ufcstats.com/fight-details/a274ed04c36d40d4,Mayra Bueno Silva,Stephanie Egger,SUB,1,1:17,Women's Bantamweight
http://www.ufcstats.com/fight-details/72c3e5eacde4f0e5,Amanda Nunes,Julianna Pena,U-DEC,5,5:00,Women's Bantamweight
http://www.ufcstats.com/fight-details/5a1ce88ec1f75160,Brandon Moreno,Kai Kara-France,KO/TKO,3,4:34,Flyweight
http://www.ufcstats.com/fight-details/52f87252af59e23b,Sergei Pavlovich,Derrick Lewis,KO/TKO,1,0:55,Heavyweight
http://www.ufcstats.com/fight-details/96b62bd56b252bab,Alexandre Pantoja,Alex Perez,SUB,1,1:31,Flyweight
http://www.ufcstats.com/fight-details/058c2724dec1add1,Magomed Ankalaev,Anthony Smith,KO/TKO,2,3:09,Light Heavyweight
http://www.ufcstats.com/fight-details/579b5770129b328a,Alex Morono,Matthew Semelsberger,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/81a18de517a3336a,Drew Dober,Rafael Alves,KO/TKO,3,1:30,Lightweight
http://www.ufcstats.com/fight-details/5a2b86570110191b,Don'Tale Mayes,Hamdy Abdelwahab,Overturned,3,5:00,Heavyweight
http://www.ufcstats.com/fight-details/189b9af881b96de6,Drakkar Klose,Rafa Garcia,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/e492dc60d8e44866,Michael Morales,Adam Fugitt,KO/TKO,3,1:09,Welterweight
http://www.ufcstats.com/fight-details/0366e183296fea07,Joselyne Edwards,Ji Yeon Kim,S-DEC,3,5:00,Women's Bantamweight
http://www.ufcstats.com/fight-details/1ed550f094ca7745,Nicolae Negumereanu,Ihor Potieria,KO/TKO,2,3:33,Light Heavyweight
http://www.ufcstats.com/fight-details/66f7bb31d24b3b36,Orion Cosce,Blood Diamond,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/d0fb381cacbb0446,Curtis Blaydes,Tom Aspinall,KO/TKO,1,0:15,Heavyweight
http://www.ufcstats.com/fight-details/925a36a4af600291,Jack Hermansson,Chris Curtis,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/8e02bdaac8ed50e5,Paddy Pimblett,Jordan Leavitt,SUB,2,2:46,Lightweight
http://www.ufcstats.com/fight-details/1ff520024da5b3b2,Nikita Krylov,Alexander Gustafsson,KO/TKO,1,1:07,Light Heavyweight
http://www.ufcstats.com/fight-details/a57969d4ba7d4a79,Molly McCann,Hannah Goldy,KO/TKO,1,3:52,Women's Flyweight
http://www.ufcstats.com/fight-details/47b1cd4e3e2595f8,Volkan Oezdemir,Paul Craig,U-DEC,3,5:00,Light Heavyweight
http://www.ufcstats.com/fight-details/b0d06858fb725654,Ludovit Klein,Mason Jones,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/dd6dbe644f599795,Marc Diakiese,Damir Hadzovic,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/f6fd50bf69bb59e6,Nathaniel Wood,Charles Rosa,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/3d35f25d9792a69a,Jonathan Pearce,Makwan Amirkhani,KO/TKO,2,4:10,Featherweight
http://www.ufcstats.com/fight-details/2dbf9d8d6915711e,Muhammad Mokaev,Charles Johnson,U-DEC,3,5:00,Flyweight
http://www.ufcstats.com/fight-details/a1029686c3f1bead,Jai Herbert,Kyle Nelson,U-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/e600b78e5a652dc0,Victoria Leonardo,Mandy Bohm,U-DEC,3,5:00,Women's Flyweight
http://www.ufcstats.com/fight-details/1c84dafe38694c05,Nicolas Dalby,Claudio Silva,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/7503d5c892f238fb,Yair Rodriguez,Brian Ortega,KO/TKO,1,4:11,Featherweight
http://www.ufcstats.com/fight-details/e57bfadb506e4f51,Amanda Lemos,Michelle Waterson-Gomez,SUB,2,1:48,Women's Strawweight
http://www.ufcstats.com/fight-details/dd456668731bd52a,Li Jingliang,Muslim Salikhov,KO/TKO,2,4:38,Welterweight
http://www.ufcstats.com/fight-details/8e4024cb49c963f2,Matt Schnell,Sumudaerji,SUB,2,4:24,Flyweight
http://www.ufcstats.com/fight-details/d439374c1fc95581,Shane Burgos,Charles Jourdain,M-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/4965d8eab468b839,Lauren Murphy,Miesha Tate,U-DEC,3,5:00,Women's Flyweight
http://www.ufcstats.com/fight-details/ebefe958473b3843,Punahele Soriano,Dalcha Lungiambula,KO/TKO,2,0:28,Middleweight
http://www.ufcstats.com/fight-details/74b8a36293758342,Ricky Simon,Jack Shore,SUB,2,3:28,Bantamweight
http://www.ufcstats.com/fight-details/4dd2bcd2b025204e,Bill Algeo,Herbert Burns,KO/TKO,2,1:50,Featherweight
http://www.ufcstats.com/fight-details/a5d2f0fed3ce2899,Dustin Jacoby,Da Woon Jung,KO/TKO,1,3:13,Light Heavyweight
http://www.ufcstats.com/fight-details/9f3326195672c2b9,Dustin Stoltzfus,Dwight Grant,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/b1af3bd0f8266a90,Emily Ducote,Jessica Penne,U-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/be69cbf1f1671c8e,Rafael Fiziev,Rafael Dos Anjos,KO/TKO,5,0:18,Lightweight
http://www.ufcstats.com/fight-details/6c60e58f8e9e7a4c,Caio Borralho,Armen Petrosyan,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/bba6cc8760da34ab,Said Nurmagomedov,Douglas Silva de Andrade,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/cd63b4144a45b611,Chase Sherman,Jared Vanderaa,KO/TKO,3,3:10,Heavyweight
http://www.ufcstats.com/fight-details/c58b3223b5caa18a,Aiemann Zahabi,Ricky Turcios,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/a103b30f6898de7e,Jamie Mullarkey,Michael Johnson,S-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/04e1ff7aeda2a018,Cody Brundage,Tresean Gore,KO/TKO,1,3:50,Middleweight
http://www.ufcstats.com/fight-details/81cbb709dedc914d,Antonina Shevchenko,Cortney Casey,S-DEC,3,5:00,Women's Flyweight
http://www.ufcstats.com/fight-details/a652918360fe9a72,David Onama,Garrett Armfield,SUB,2,3:13,Featherweight
http://www.ufcstats.com/fight-details/478bc7d1288e043e,Kennedy Nzechukwu,Karl Roberson,KO/TKO,3,2:19,Light Heavyweight
http://www.ufcstats.com/fight-details/fb3f5a65da9f2ac7,Saidyokub Kakhramonov,Ronnie Lawrence,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/a7eaf7b101166d3e,Israel Adesanya,Jared Cannonier,U-DEC,5,5:00,Middleweight
http://www.ufcstats.com/fight-details/4047e98132306cd5,Alexander Volkanovski,Max Holloway,U-DEC,5,5:00,Featherweight
http://www.ufcstats.com/fight-details/0308bcdd00cc72e2,Alex Pereira,Sean Strickland,KO/TKO,1,2:36,Middleweight
http://www.ufcstats.com/fight-details/12a33d16e1d4e2d9,Bryan Barberena,Robbie Lawler,KO/TKO,2,4:47,Welterweight
http://www.ufcstats.com/fight-details/39dccca8e8083072,Pedro Munhoz,Sean O'Malley,CNC,2,3:09,Bantamweight
http://www.ufcstats.com/fight-details/98411542ca0e847d,Jalin Turner,Brad Riddell,SUB,1,0:45,Lightweight
http://www.ufcstats.com/fight-details/459bc7c0b47719c3,Jim Miller,Donald Cerrone,SUB,2,1:32,Welterweight
http://www.ufcstats.com/fight-details/4d8d1701c43c5fea,Ian Machado Garry,Gabe Green,U-DEC,3,5:00,Welterweight
http://www.ufcstats.com/fight-details/57775c8af89007c7,Dricus Du Plessis,Brad Tavares,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/99ac96bb67e5c5e4,Andre Muniz,Uriah Hall,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/1c85003f6ec59c9d,Maycee Barber,Jessica Eye,U-DEC,3,5:00,Women's Flyweight
http://www.ufcstats.com/fight-details/0e2c7ec02a095813,Julija Stoliarenko,Jessica-Rose Clark,SUB,1,0:42,Women's Bantamweight
http://www.ufcstats.com/fight-details/1f5f59924b59408b,Mateusz Gamrot,Arman Tsarukyan,U-DEC,5,5:00,Lightweight
http://www.ufcstats.com/fight-details/3c98739eb42f96bf,Shavkat Rakhmonov,Neil Magny,SUB,2,4:58,Welterweight
http://www.ufcstats.com/fight-details/c57c8e22a3e8dde2,Josh Parisian,Alan Baudot,KO/TKO,2,3:04,Heavyweight
http://www.ufcstats.com/fight-details/029a12d36a4687e1,Thiago Moises,Christos Giagos,SUB,1,3:05,Lightweight
http://www.ufcstats.com/fight-details/28bd070f7ab0a0b9,Umar Nurmagomedov,Nate Maness,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/3f38100fd8dae286,Chris Curtis,Rodolfo Vieira,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/28be3fbe5c377380,Carlos Ulberg,Tafon Nchukwi,KO/TKO,1,1:15,Light Heavyweight
http://www.ufcstats.com/fight-details/21f79cd40513d075,Shayilan Nuerdanbieke,TJ Brown,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/a457331c27bce6d5,Sergey Morozov,Raulian Paiva,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/8cc43d79b61efc25,Cody Durden,JP Buys,KO/TKO,1,1:08,Flyweight
http://www.ufcstats.com/fight-details/24a9fc95a3112f51,Mario Bautista,Brian Kelleher,SUB,1,2:27,Bantamweight
http://www.ufcstats.com/fight-details/2c73bf152247f25a,Vanessa Demopoulos,Jinh Yu Frey,S-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/6e559181bfbc77e1,Josh Emmett,Calvin Kattar,S-DEC,5,5:00,Featherweight
http://www.ufcstats.com/fight-details/1bc662949337a8c4,Kevin Holland,Tim Means,SUB,2,1:28,Welterweight
http://www.ufcstats.com/fight-details/11e83902f5b8ff63,Joaquin Buckley,Albert Duraev,KO/TKO,2,5:00,Middleweight
http://www.ufcstats.com/fight-details/4e6218b6b892b017,Damir Ismagulov,Guram Kutateladze,S-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/5095f6290670009d,Gregory Rodrigues,Julian Marquez,KO/TKO,1,3:18,Middleweight
http://www.ufcstats.com/fight-details/20cefe64f4b28be8,Adrian Yanez,Tony Kelley,KO/TKO,1,3:49,Bantamweight
http://www.ufcstats.com/fight-details/2c7c7648e847f2e5,Natalia Silva,Jasmine Jasudavicius,U-DEC,3,5:00,Women's Flyweight
http://www.ufcstats.com/fight-details/9a92d376fba2379d,Jeremiah Wells,Court McGee,KO/TKO,1,1:34,Welterweight
http://www.ufcstats.com/fight-details/1378fc2be3819b2b,Ricardo Ramos,Danny Chavez,KO/TKO,1,1:12,Featherweight
http://www.ufcstats.com/fight-details/5b5d7f7ae712c6d8,Maria Oliveira,Gloria de Paula,S-DEC,3,5:00,Women's Strawweight
http://www.ufcstats.com/fight-details/8b5c760f34daafe0,Cody Stamann,Eddie Wineland,KO/TKO,1,0:59,Bantamweight
http://www.ufcstats.com/fight-details/897d9e21c59d0633,Phil Hawes,Deron Winn,KO/TKO,2,4:25,Middleweight
http://www.ufcstats.com/fight-details/e8a5e53ffd33c0f9,Roman Dolidze,Kyle Daukaus,KO/TKO,1,1:13,Middleweight
http://www.ufcstats.com/fight-details/fd49f89b9d97566b,Jiri Prochazka,Glover Teixeira,SUB,5,4:32,Light Heavyweight
http://www.ufcstats.com/fight-details/049ad6d87b42eba8,Valentina Shevchenko,Taila Santos,S-DEC,5,5:00,Women's Flyweight
http://www.ufcstats.com/fight-details/4305cb30533dac77,Zhang Weili,Joanna Jedrzejczyk,KO/TKO,2,2:28,Women's Strawweight
http://www.ufcstats.com/fight-details/d7a7ba46c4f075d7,Jake Matthews,Andre Fialho,KO/TKO,2,2:24,Welterweight
http://www.ufcstats.com/fight-details/f115a91066a77ee7,Jack Della Maddalena,Ramazan Emeev,KO/TKO,1,2:32,Welterweight
http://www.ufcstats.com/fight-details/c94b153951be7590,Josh Culibao,SeungWoo Choi,S-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/4a116a55ffaa0d64,Maheshate,Steve Garcia,KO/TKO,1,1:14,Lightweight
http://www.ufcstats.com/fight-details/50eed57ea1390e16,Brendan Allen,Jacob Malkoun,U-DEC,3,5:00,Middleweight
http://www.ufcstats.com/fight-details/029f5c36820fdc09,Kyung Ho Kang,Batgerel Danaa,U-DEC,3,5:00,Bantamweight
http://www.ufcstats.com/fight-details/f466cd99d02644e9,Silvana Gomez Juarez,Liang Na,KO/TKO,1,1:22,Women's Strawweight
http://www.ufcstats.com/fight-details/5f4a107d930e4852,Joselyne Edwards,Ramona Pascual,U-DEC,3,5:00,Women's Featherweight
http://www.ufcstats.com/fight-details/7a635063e5f1699b,Alexander Volkov,Jairzinho Rozenstruik,KO/TKO,1,2:12,Heavyweight
http://www.ufcstats.com/fight-details/aacb47949a572f25,Movsar Evloev,Dan Ige,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/344d60564cd136ff,Lucas Almeida,Michael Trizano,KO/TKO,3,0:55,Featherweight
http://www.ufcstats.com/fight-details/3aa49ed298e4c34f,Karine Silva,Poliana Botelho,SUB,1,4:55,Women's Flyweight
http://www.ufcstats.com/fight-details/a679800d2e7c3be2,Ode Osbourne,Zarrukh Adashev,KO/TKO,1,1:01,Flyweight
http://www.ufcstats.com/fight-details/93969a7368dc2e14,Alonzo Menifield,Askar Mozharov,KO/TKO,1,4:40,Light Heavyweight
http://www.ufcstats.com/fight-details/4f2501e804c84abe,Karolina Kowalkiewicz,Felice Herrig,SUB,2,4:01,Women's Strawweight
http://www.ufcstats.com/fight-details/e5e75d831670b401,Joe Solecki,Alex Da Silva,M-DEC,3,5:00,Lightweight
http://www.ufcstats.com/fight-details/04e6198326be4857,Damon Jackson,Dan Argueta,U-DEC,3,5:00,Featherweight
http://www.ufcstats.com/fight-details/ed32da52aff68944,Benoit Saint Denis,Niklas Stolze,SUB,2,1:32,Lightweight
http://www.ufcstats.com/fight-details/43d7d4b67be48553,Tony Gravely,Johnny Munoz,KO/TKO,1,1:08,Bantamweight
